perfil,cenario,run,Aleatório_custo,Aleatório_cobertura,Aleatório_overlaps,Aleatório_conectividade,PSO_custo,PSO_cobertura,PSO_overlaps,PSO_conectividade,GWO_custo,GWO_cobertura,GWO_overlaps,GWO_conectividade,WOA_custo,WOA_cobertura,WOA_overlaps,WOA_conectividade,SSA_custo,SSA_cobertura,SSA_overlaps,SSA_conectividade,CS_custo,CS_cobertura,CS_overlaps,CS_conectividade
C_rede_prioritaria,250x250_escasso,17,0.32642016859609524,0.2817,2,0.8,0.19230914588057443,0.359,0,1.0,0.19457457468994807,0.3556,2,1.0,0.19251700680272107,0.3583,0,1.0,0.193291761148904,0.3557,0,1.0,0.20018073743211937,0.3485,2,1.0
C_rede_prioritaria,250x250_escasso,18,0.22012417112759086,0.2957,1,1.0,0.1921768707482993,0.3594,0,1.0,0.19251700680272107,0.3583,0,1.0,0.1924981103552532,0.3583,0,1.0,0.1953720228097561,0.3503,3,1.0,0.19953822625632148,0.3408,1,1.0
C_rede_prioritaria,250x250_escasso,19,0.41084909800852754,0.2976,1,0.6,0.1922713529856387,0.3591,0,1.0,0.19459561602418743,0.3513,0,1.0,0.19246031746031744,0.3585,0,1.0,0.1997368198068927,0.3484,1,1.0,0.19818868353148994,0.3491,1,1.0
C_rede_prioritaria,250x250_escasso,20,0.5333163462972422,0.2668,1,0.4,0.1924225245653817,0.3586,0,1.0,0.192535903250189,0.3582,0,1.0,0.2029289493575208,0.3236,0,1.0,0.1993397244043472,0.3359,1,1.0,0.19370379135774932,0.3561,2,1.0
C_rede_prioritaria,250x250_suficiente,1,0.3065029674919652,0.4092,9,0.7778,0.1075443190293802,0.6422,3,1.0,0.10890917054239747,0.6379,3,1.0,0.11140447949718087,0.6287,1,1.0,0.13922027659957337,0.5619,8,1.0,0.14030748338133886,0.551,6,1.0
C_rede_prioritaria,250x250_suficiente,2,0.2135287721059707,0.3768,13,1.0,0.1096631379961041,0.6364,7,1.0,0.10931096480379904,0.6366,3,1.0,0.11818908026089146,0.6075,4,1.0,0.13076029145323623,0.5689,5,1.0,0.13456331149949008,0.5575,4,1.0
C_rede_prioritaria,250x250_suficiente,3,0.1819348550982724,0.452,11,1.0,0.1085110424457058,0.6401,7,1.0,0.11527027894718832,0.6165,4,1.0,0.10940705850405803,0.6365,4,1.0,0.12601477489993404,0.5905,7,1.0,0.13369738031023012,0.571,6,1.0
C_rede_prioritaria,250x250_suficiente,4,0.18435420940520622,0.4473,9,1.0,0.10943390295278593,0.6363,3,1.0,0.11043083900226759,0.6319,0,1.0,0.11802066759117374,0.607,2,1.0,0.14015168665798153,0.5563,4,1.0,0.1304482408903008,0.5801,10,1.0
C_rede_prioritaria,250x250_suficiente,5,0.5287030450385951,0.3863,7,0.3333,0.10758314946123206,0.6419,2,1.0,0.11152810433605513,0.6318,4,1.0,0.1284433148415234,0.573,3,1.0,0.13253328706596745,0.5787,10,1.0,0.13928494465761967,0.5634,8,1.0
C_rede_prioritaria,250x250_suficiente,6,0.1769233150517074,0.4686,8,1.0,0.1071361314773542,0.6434,2,1.0,0.13686353264459009,0.5707,7,1.0,0.1291572184429327,0.5695,0,1.0,0.1334054465320726,0.5758,9,1.0,0.13382308442712182,0.5641,7,1.0
C_rede_prioritaria,250x250_suficiente,7,0.18247071171671145,0.4435,9,1.0,0.10711249693059499,0.643,2,1.0,0.11144262891749651,0.6286,1,1.0,0.1177016969439368,0.6078,1,1.0,0.1381273003507568,0.561,8,1.0,0.13937525143161084,0.5615,7,1.0
C_rede_prioritaria,250x250_suficiente,8,0.3394836797984525,0.461,6,0.6667,0.1088995072522834,0.639,2,1.0,0.10999321865466127,0.6366,5,1.0,0.1098412710418733,0.6367,5,1.0,0.14121733935637718,0.5514,8,1.0,0.1456413154405822,0.5435,8,1.0
C_rede_prioritaria,250x250_suficiente,9,0.3118752250280929,0.4037,10,0.7778,0.11045832101356712,0.6348,5,1.0,0.11671620876940168,0.6151,3,1.0,0.1246787603930461,0.5844,0,1.0,0.13563052235150538,0.5687,8,1.0,0.14072150840022682,0.5469,5,1.0
C_rede_prioritaria,250x250_suficiente,10,0.39555519351161816,0.457,5,0.5556,0.10839462894381605,0.6396,4,1.0,0.10684051398337112,0.6439,0,1.0,0.1127804406746068,0.6256,5,1.0,0.12397970954124404,0.5985,7,1.0,0.1345734173571055,0.5694,8,1.0
